xk,xpl,xmw,xTe,,,yts,ytt
0.5,0.65,1.079,290.5,,,1.5,2.5
0.5,0.65,1.038,298.1,,,1.5,3
0.5,0.65,0.9959,305.6,,,1.5,3.5
0.5,0.65,0.9537,313.3,,,1.5,4
0.5,0.65,0.9108,321,,,1.5,4.5
0.5,0.65,0.8671,328.9,,,1.5,5
0.5,0.65,0.8223,337,,,1.5,5.5
0.5,0.65,0.7759,345.4,,,1.5,6
0.5,0.65,1.255,258.7,,,2,0
0.5,0.65,1.215,265.9,,,2,0.5
0.5,0.65,1.176,273.1,,,2,1
0.5,0.65,1.136,280.2,,,2,1.5
0.5,0.65,1.097,287.4,,,2,2
0.5,0.65,1.057,294.6,,,2,2.5
0.5,0.65,1.017,301.8,,,2,3
0.5,0.65,0.9766,309.1,,,2,3.5
0.5,0.65,0.9359,316.5,,,2,4
0.5,0.65,0.8945,324,,,2,4.5
0.5,0.65,0.8523,331.6,,,2,5
0.5,0.65,0.809,339.4,,,2,5.5
0.5,0.65,0.764,347.6,,,2,6
0.5,0.65,1.227,263.9,,,2.5,0
0.5,0.65,1.189,270.8,,,2.5,0.5
0.5,0.65,1.15,277.7,,,2.5,1
0.5,0.65,1.112,284.5,,,2.5,1.5
0.5,0.65,1.074,291.4,,,2.5,2
0.5,0.65,1.036,298.4,,,2.5,2.5
0.5,0.65,0.9976,305.3,,,2.5,3
0.5,0.65,0.9588,312.3,,,2.5,3.5
0.5,0.65,0.9194,319.5,,,2.5,4
0.5,0.65,0.8795,326.7,,,2.5,4.5
0.5,0.65,0.8386,334.1,,,2.5,5
0.5,0.65,0.7966,341.7,,,2.5,5.5
0.5,0.65,0.7529,349.6,,,2.5,6
0.5,0.65,1.2,268.7,,,3,0
0.5,0.65,1.164,275.3,,,3,0.5
0.5,0.65,1.127,281.9,,,3,1
0.5,0.65,1.09,288.5,,,3,1.5
0.5,0.65,1.054,295.2,,,3,2
0.5,0.65,1.017,301.8,,,3,2.5
0.5,0.65,0.9797,308.6,,,3,3
0.5,0.65,0.9422,315.3,,,3,3.5
0.5,0.65,0.9042,322.2,,,3,4
0.5,0.65,0.8654,329.2,,,3,4.5
0.5,0.65,0.8258,336.4,,,3,5
0.5,0.65,0.785,343.8,,,3,5.5
0.5,0.65,0.7425,351.5,,,3,6
0.5,0.65,1.176,273.1,,,3.5,0
0.5,0.65,1.141,279.4,,,3.5,0.5
0.5,0.65,1.105,285.8,,,3.5,1
0.5,0.65,1.07,292.2,,,3.5,1.5
0.5,0.65,1.035,298.6,,,3.5,2
0.5,0.65,0.999,305.1,,,3.5,2.5
0.5,0.65,0.9631,311.6,,,3.5,3
0.5,0.65,0.9268,318.1,,,3.5,3.5
0.5,0.65,0.8899,324.8,,,3.5,4
0.5,0.65,0.8523,331.6,,,3.5,4.5
0.5,0.65,0.8139,338.6,,,3.5,5
0.5,0.65,0.7742,345.7,,,3.5,5.5
0.5,0.65,0.7328,353.2,,,3.5,6
0.5,0.65,1.153,277.2,,,4,0
0.5,0.65,1.119,283.3,,,4,0.5
0.5,0.65,1.085,289.5,,,4,1
0.5,0.65,1.051,295.6,,,4,1.5
0.5,0.65,1.017,301.8,,,4,2
0.5,0.65,0.9824,308.1,,,4,2.5
0.5,0.65,0.9476,314.4,,,4,3
0.5,0.65,0.9124,320.7,,,4,3.5
0.5,0.65,0.8766,327.2,,,4,4
0.5,0.65,0.8401,333.8,,,4,4.5
0.5,0.65,0.8027,340.6,,,4,5
0.5,0.65,0.764,347.6,,,4,5.5
0.5,0.65,0.7237,354.9,,,4,6
0.5,0.65,1.132,281,,,4.5,0
0.5,0.65,1.099,286.9,,,4.5,0.5
0.5,0.65,1.066,292.9,,,4.5,1
0.5,0.65,1.033,298.8,,,4.5,1.5
0.5,0.65,1,304.8,,,4.5,2
0.5,0.65,0.9668,310.9,,,4.5,2.5
0.5,0.65,0.9331,317,,,4.5,3
0.5,0.65,0.8989,323.2,,,4.5,3.5
0.5,0.65,0.8641,329.5,,,4.5,4
0.5,0.65,0.8286,335.9,,,4.5,4.5
0.5,0.65,0.7921,342.5,,,4.5,5
0.5,0.65,0.7544,349.3,,,4.5,5.5
0.5,0.65,0.7151,356.4,,,4.5,6
0.5,0.65,1.112,284.5,,,5,0
0.5,0.65,1.081,290.3,,,5,0.5
0.5,0.65,1.049,296,,,5,1
0.5,0.65,1.017,301.8,,,5,1.5
0.5,0.65,0.9847,307.7,,,5,2
0.5,0.65,0.9522,313.5,,,5,2.5
0.5,0.65,0.9194,319.5,,,5,3
0.5,0.65,0.8862,325.5,,,5,3.5
0.5,0.65,0.8523,331.6,,,5,4
0.5,0.65,0.8178,337.9,,,5,4.5
0.5,0.65,0.7822,344.3,,,5,5
0.5,0.65,0.7454,350.9,,,5,5.5
0.5,0.65,0.707,357.9,,,5,6
0.5,0.65,1.094,287.9,,,5.5,0
0.5,0.65,1.063,293.4,,,5.5,0.5
0.5,0.65,1.032,299,,,5.5,1
0.5,0.65,1.001,304.6,,,5.5,1.5
0.5,0.65,0.9701,310.3,,,5.5,2
0.5,0.65,0.9385,316,,,5.5,2.5
0.5,0.65,0.9066,321.8,,,5.5,3
0.5,0.65,0.8743,327.6,,,5.5,3.5
0.5,0.65,0.8413,333.6,,,5.5,4
0.5,0.65,0.8076,339.7,,,5.5,4.5
0.5,0.65,0.7729,346,,,5.5,5
0.5,0.65,0.7369,352.5,,,5.5,5.5
0.5,0.65,0.6993,359.3,,,5.5,6
0.5,0.65,1.077,291,,,6,0
0.5,0.65,1.047,296.4,,,6,0.5
0.5,0.65,1.017,301.8,,,6,1
0.5,0.65,0.9867,307.3,,,6,1.5
0.5,0.65,0.9563,312.8,,,6,2
0.5,0.65,0.9256,318.3,,,6,2.5
0.5,0.65,0.8945,324,,,6,3
0.5,0.65,0.863,329.7,,,6,3.5
0.5,0.65,0.8308,335.5,,,6,4
0.5,0.65,0.7979,341.4,,,6,4.5
0.5,0.65,0.764,347.6,,,6,5
0.5,0.65,0.7288,353.9,,,6,5.5
0.5,0.65,0.692,360.6,,,6,6
0.5,0.7,1.399,236.2,,,0,0
0.5,0.7,1.35,244.7,,,0,0.5
0.5,0.7,1.301,253.2,,,0,1
0.5,0.7,1.252,261.7,,,0,1.5
0.5,0.7,1.204,270.1,,,0,2
0.5,0.7,1.156,278.4,,,0,2.5
0.5,0.7,1.108,286.8,,,0,3
0.5,0.7,1.06,295.2,,,0,3.5
0.5,0.7,1.011,303.6,,,0,4
0.5,0.7,0.9627,312,,,0,4.5
0.5,0.7,0.9134,320.6,,,0,5
0.5,0.7,0.8631,329.4,,,0,5.5
0.5,0.7,0.8114,338.3,,,0,6
0.5,0.7,1.357,243.5,,,0.5,0
0.5,0.7,1.31,251.6,,,0.5,0.5
0.5,0.7,1.264,259.7,,,0.5,1
0.5,0.7,1.218,267.7,,,0.5,1.5
0.5,0.7,1.172,275.7,,,0.5,2
0.5,0.7,1.126,283.6,,,0.5,2.5
0.5,0.7,1.08,291.6,,,0.5,3
0.5,0.7,1.034,299.6,,,0.5,3.5
0.5,0.7,0.9883,307.6,,,0.5,4
0.5,0.7,0.9417,315.7,,,0.5,4.5
0.5,0.7,0.8943,323.9,,,0.5,5
0.5,0.7,0.846,332.3,,,0.5,5.5
0.5,0.7,0.7962,341,,,0.5,6
0.5,0.7,1.319,250.2,,,1,0
0.5,0.7,1.274,257.8,,,1,0.5
0.5,0.7,1.23,265.5,,,1,1
0.5,0.7,1.187,273.1,,,1,1.5
0.5,0.7,1.143,280.7,,,1,2
0.5,0.7,1.099,288.3,,,1,2.5
0.5,0.7,1.055,295.9,,,1,3
0.5,0.7,1.011,303.6,,,1,3.5
0.5,0.7,0.9671,311.3,,,1,4
0.5,0.7,0.9224,319,,,1,4.5
0.5,0.7,0.8769,327,,,1,5
0.5,0.7,0.8304,335,,,1,5.5
0.5,0.7,0.7823,343.4,,,1,6
0.5,0.7,1.284,256.2,,,1.5,0
0.5,0.7,1.242,263.5,,,1.5,0.5
0.5,0.7,1.2,270.8,,,1.5,1
0.5,0.7,1.158,278.1,,,1.5,1.5
0.5,0.7,1.116,285.4,,,1.5,2
0.5,0.7,1.074,292.6,,,1.5,2.5
0.5,0.7,1.032,299.9,,,1.5,3
0.5,0.7,0.9903,307.2,,,1.5,3.5
0.5,0.7,0.9478,314.6,,,1.5,4
0.5,0.7,0.9047,322.1,,,1.5,4.5
0.5,0.7,0.8609,329.7,,,1.5,5
0.5,0.7,0.8159,337.6,,,1.5,5.5
0.5,0.7,0.7695,345.6,,,1.5,6
0.5,0.7,1.252,261.7,,,2,0
0.5,0.7,1.212,268.7,,,2,0.5
0.5,0.7,1.172,275.7,,,2,1
0.5,0.7,1.132,282.6,,,2,1.5
0.5,0.7,1.092,289.6,,,2,2
0.5,0.7,1.052,296.6,,,2,2.5
0.5,0.7,1.011,303.6,,,2,3
0.5,0.7,0.9709,310.6,,,2,3.5
0.5,0.7,0.9299,317.7,,,2,4
0.5,0.7,0.8884,325,,,2,4.5
0.5,0.7,0.846,332.3,,,2,5
0.5,0.7,0.8026,339.9,,,2,5.5
0.5,0.7,0.7576,347.7,,,2,6
0.5,0.7,1.223,266.7,,,2.5,0
0.5,0.7,1.185,273.4,,,2.5,0.5
0.5,0.7,1.146,280.1,,,2.5,1
0.5,0.7,1.108,286.8,,,2.5,1.5
0.5,0.7,1.069,293.5,,,2.5,2
0.5,0.7,1.031,300.2,,,2.5,2.5
0.5,0.7,0.992,307,,,2.5,3
0.5,0.7,0.9529,313.7,,,2.5,3.5
0.5,0.7,0.9134,320.6,,,2.5,4
0.5,0.7,0.8732,327.6,,,2.5,4.5
0.5,0.7,0.8323,334.7,,,2.5,5
0.5,0.7,0.7901,342,,,2.5,5.5
0.5,0.7,0.7465,349.6,,,2.5,6
0.5,0.7,1.197,271.4,,,3,0
0.5,0.7,1.16,277.8,,,3,0.5
0.5,0.7,1.123,284.2,,,3,1
0.5,0.7,1.086,290.7,,,3,1.5
0.5,0.7,1.049,297.1,,,3,2
0.5,0.7,1.011,303.6,,,3,2.5
0.5,0.7,0.974,310.1,,,3,3
0.5,0.7,0.9362,316.6,,,3,3.5
0.5,0.7,0.898,323.3,,,3,4
0.5,0.7,0.8592,330,,,3,4.5
0.5,0.7,0.8194,336.9,,,3,5
0.5,0.7,0.7786,344.1,,,3,5.5
0.5,0.7,0.7361,351.4,,,3,6
0.5,0.7,1.172,275.7,,,3.5,0
0.5,0.7,1.136,281.9,,,3.5,0.5
0.5,0.7,1.101,288,,,3.5,1
0.5,0.7,1.065,294.2,,,3.5,1.5
0.5,0.7,1.029,300.5,,,3.5,2
0.5,0.7,0.9934,306.7,,,3.5,2.5
0.5,0.7,0.9573,313,,,3.5,3
0.5,0.7,0.9207,319.3,,,3.5,3.5
0.5,0.7,0.8837,325.8,,,3.5,4
0.5,0.7,0.846,332.3,,,3.5,4.5
0.5,0.7,0.8075,339,,,3.5,5
0.5,0.7,0.7677,345.9,,,3.5,5.5
0.5,0.7,0.7264,353.1,,,3.5,6
0.5,0.7,1.149,279.6,,,4,0
0.5,0.7,1.115,285.6,,,4,0.5
0.5,0.7,1.08,291.6,,,4,1
0.5,0.7,1.046,297.6,,,4,1.5
0.5,0.7,1.011,303.6,,,4,2
0.5,0.7,0.9767,309.6,,,4,2.5
0.5,0.7,0.9417,315.7,,,4,3
0.5,0.7,0.9063,321.9,,,4,3.5
0.5,0.7,0.8703,328.1,,,4,4
0.5,0.7,0.8337,334.5,,,4,4.5
0.5,0.7,0.7962,341,,,4,5
0.5,0.7,0.7576,347.7,,,4,5.5
0.5,0.7,0.7172,354.7,,,4,6
0.5,0.7,1.128,283.3,,,4.5,0
0.5,0.7,1.095,289.1,,,4.5,0.5
0.5,0.7,1.061,294.9,,,4.5,1
0.5,0.7,1.028,300.7,,,4.5,1.5
0.5,0.7,0.9947,306.5,,,4.5,2
0.5,0.7,0.961,312.3,,,4.5,2.5
0.5,0.7,0.9271,318.2,,,4.5,3
0.5,0.7,0.8927,324.2,,,4.5,3.5
0.5,0.7,0.8578,330.3,,,4.5,4
0.5,0.7,0.8222,336.5,,,4.5,4.5
0.5,0.7,0.7857,342.8,,,4.5,5
0.5,0.7,0.748,349.4,,,4.5,5.5
0.5,0.7,0.7087,356.2,,,4.5,6
0.5,0.7,1.108,286.8,,,5,0
0.5,0.7,1.076,292.4,,,5,0.5
0.5,0.7,1.044,298,,,5,1
0.5,0.7,1.011,303.6,,,5,1.5
0.5,0.7,0.979,309.2,,,5,2
0.5,0.7,0.9463,314.9,,,5,2.5
0.5,0.7,0.9134,320.6,,,5,3
0.5,0.7,0.88,326.4,,,5,3.5
0.5,0.7,0.846,332.3,,,5,4
0.5,0.7,0.8114,338.3,,,5,4.5
0.5,0.7,0.7758,344.5,,,5,5
0.5,0.7,0.739,350.9,,,5,5.5
0.5,0.7,0.7005,357.6,,,5,6
0.5,0.7,1.089,290,,,5.5,0
0.5,0.7,1.058,295.4,,,5.5,0.5
0.5,0.7,1.027,300.9,,,5.5,1
0.5,0.7,0.9957,306.3,,,5.5,1.5
0.5,0.7,0.9643,311.8,,,5.5,2
0.5,0.7,0.9326,317.3,,,5.5,2.5
0.5,0.7,0.9005,322.9,,,5.5,3
0.5,0.7,0.868,328.5,,,5.5,3.5
0.5,0.7,0.8349,334.3,,,5.5,4
0.5,0.7,0.8011,340.1,,,5.5,4.5
0.5,0.7,0.7664,346.2,,,5.5,5
0.5,0.7,0.7305,352.4,,,5.5,5.5
0.5,0.7,0.6929,358.9,,,5.5,6
0.5,0.7,1.072,293.1,,,6,0
0.5,0.7,1.042,298.3,,,6,0.5
0.5,0.7,1.011,303.6,,,6,1
0.5,0.7,0.981,308.9,,,6,1.5
0.5,0.7,0.9504,314.2,,,6,2
0.5,0.7,0.9196,319.5,,,6,2.5
0.5,0.7,0.8884,325,,,6,3
0.5,0.7,0.8567,330.5,,,6,3.5
0.5,0.7,0.8245,336.1,,,6,4
0.5,0.7,0.7915,341.8,,,6,4.5
0.5,0.7,0.7576,347.7,,,6,5
0.5,0.7,0.7224,353.8,,,6,5.5
0.5,0.7,0.6856,360.2,,,6,6
0.5,0.75,1.4,240.1,,,0,0
0.5,0.75,1.35,248.4,,,0,0.5
0.5,0.75,1.3,256.7,,,0,1
0.5,0.75,1.25,264.9,,,0,1.5
0.5,0.75,1.201,273.1,,,0,2
0.5,0.75,1.152,281.2,,,0,2.5
0.5,0.75,1.104,289.4,,,0,3
0.5,0.75,1.055,297.4,,,0,3.5
0.5,0.75,1.006,305.6,,,0,4
0.5,0.75,0.9572,313.7,,,0,4.5
0.5,0.75,0.9076,322,,,0,5
0.5,0.75,0.8571,330.4,,,0,5.5
0.5,0.75,0.8052,339,,,0,6
0.5,0.75,1.357,247.2,,,0.5,0
0.5,0.75,1.309,255.1,,,0.5,0.5
0.5,0.75,1.262,263,,,0.5,1
0.5,0.75,1.215,270.8,,,0.5,1.5
0.5,0.75,1.169,278.5,,,0.5,2
0.5,0.75,1.122,286.3,,,0.5,2.5
0.5,0.75,1.076,294,,,0.5,3
0.5,0.75,1.03,301.7,,,0.5,3.5
0.5,0.75,0.983,309.4,,,0.5,4
0.5,0.75,0.936,317.3,,,0.5,4.5
0.5,0.75,0.8885,325.2,,,0.5,5
0.5,0.75,0.84,333.2,,,0.5,5.5
0.5,0.75,0.79,341.5,,,0.5,6
0.5,0.75,1.318,253.7,,,1,0
0.5,0.75,1.273,261.2,,,1,0.5
0.5,0.75,1.228,268.7,,,1,1
0.5,0.75,1.184,276.1,,,1,1.5
0.5,0.75,1.139,283.5,,,1,2
0.5,0.75,1.095,290.8,,,1,2.5
0.5,0.75,1.051,298.2,,,1,3
0.5,0.75,1.006,305.6,,,1,3.5
0.5,0.75,0.9617,313,,,1,4
0.5,0.75,0.9167,320.5,,,1,4.5
0.5,0.75,0.871,328.1,,,1,5
0.5,0.75,0.8242,335.9,,,1,5.5
0.5,0.75,0.7761,343.9,,,1,6
0.5,0.75,1.283,259.6,,,1.5,0
0.5,0.75,1.24,266.7,,,1.5,0.5
0.5,0.75,1.197,273.8,,,1.5,1
0.5,0.75,1.155,280.9,,,1.5,1.5
0.5,0.75,1.112,287.9,,,1.5,2
0.5,0.75,1.07,295,,,1.5,2.5
0.5,0.75,1.028,302,,,1.5,3
0.5,0.75,0.985,309.1,,,1.5,3.5
0.5,0.75,0.9422,316.2,,,1.5,4
0.5,0.75,0.8989,323.4,,,1.5,4.5
0.5,0.75,0.8548,330.8,,,1.5,5
0.5,0.75,0.8098,338.3,,,1.5,5.5
0.5,0.75,0.7632,346,,,1.5,6
0.5,0.75,1.25,264.9,,,2,0
0.5,0.75,1.21,271.8,,,2,0.5
0.5,0.75,1.169,278.5,,,2,1
0.5,0.75,1.128,285.3,,,2,1.5
0.5,0.75,1.088,292,,,2,2
0.5,0.75,1.047,298.8,,,2,2.5
0.5,0.75,1.006,305.6,,,2,3
0.5,0.75,0.9654,312.4,,,2,3.5
0.5,0.75,0.9242,319.2,,,2,4
0.5,0.75,0.8825,326.2,,,2,4.5
0.5,0.75,0.84,333.2,,,2,5
0.5,0.75,0.7964,340.5,,,2,5.5
0.5,0.75,0.7513,348,,,2,6
0.5,0.75,1.221,269.9,,,2.5,0
0.5,0.75,1.182,276.4,,,2.5,0.5
0.5,0.75,1.143,282.9,,,2.5,1
0.5,0.75,1.104,289.4,,,2.5,1.5
0.5,0.75,1.065,295.8,,,2.5,2
0.5,0.75,1.026,302.3,,,2.5,2.5
0.5,0.75,0.9867,308.8,,,2.5,3
0.5,0.75,0.9474,315.4,,,2.5,3.5
0.5,0.75,0.9076,322,,,2.5,4
0.5,0.75,0.8673,328.7,,,2.5,4.5
0.5,0.75,0.8261,335.5,,,2.5,5
0.5,0.75,0.7839,342.6,,,2.5,5.5
0.5,0.75,0.7402,349.8,,,2.5,6
0.5,0.75,1.194,274.4,,,3,0
0.5,0.75,1.156,280.6,,,3,0.5
0.5,0.75,1.119,286.9,,,3,1
0.5,0.75,1.081,293.1,,,3,1.5
0.5,0.75,1.044,299.3,,,3,2
0.5,0.75,1.006,305.6,,,3,2.5
0.5,0.75,0.9686,311.8,,,3,3
0.5,0.75,0.9306,318.2,,,3,3.5
0.5,0.75,0.8922,324.6,,,3,4
0.5,0.75,0.8531,331,,,3,4.5
0.5,0.75,0.8133,337.7,,,3,5
0.5,0.75,0.7723,344.5,,,3,5.5
0.5,0.75,0.7298,351.6,,,3,6
0.5,0.75,1.169,278.5,,,3.5,0
0.5,0.75,1.133,284.5,,,3.5,0.5
0.5,0.75,1.097,290.5,,,3.5,1
0.5,0.75,1.061,296.5,,,3.5,1.5
0.5,0.75,1.024,302.6,,,3.5,2
0.5,0.75,0.9882,308.6,,,3.5,2.5
0.5,0.75,0.9517,314.6,,,3.5,3
0.5,0.75,0.915,320.8,,,3.5,3.5
0.5,0.75,0.8778,326.9,,,3.5,4
0.5,0.75,0.84,333.2,,,3.5,4.5
0.5,0.75,0.8013,339.7,,,3.5,5
0.5,0.75,0.7615,346.3,,,3.5,5.5
0.5,0.75,0.7201,353.2,,,3.5,6
0.5,0.75,1.146,282.4,,,4,0
0.5,0.75,1.111,288.2,,,4,0.5
0.5,0.75,1.076,294,,,4,1
0.5,0.75,1.041,299.8,,,4,1.5
0.5,0.75,1.006,305.6,,,4,2
0.5,0.75,0.9713,311.4,,,4,2.5
0.5,0.75,0.936,317.3,,,4,3
0.5,0.75,0.9004,323.2,,,4,3.5
0.5,0.75,0.8644,329.2,,,4,4
0.5,0.75,0.8276,335.3,,,4,4.5
0.5,0.75,0.79,341.5,,,4,5
0.5,0.75,0.7513,348,,,4,5.5
0.5,0.75,0.711,354.7,,,4,6
0.5,0.75,1.124,286,,,4.5,0
0.5,0.75,1.09,291.6,,,4.5,0.5
0.5,0.75,1.057,297.2,,,4.5,1
0.5,0.75,1.023,302.8,,,4.5,1.5
0.5,0.75,0.9894,308.4,,,4.5,2
0.5,0.75,0.9555,314,,,4.5,2.5
0.5,0.75,0.9214,319.7,,,4.5,3
0.5,0.75,0.8868,325.4,,,4.5,3.5
0.5,0.75,0.8518,331.3,,,4.5,4
0.5,0.75,0.8161,337.2,,,4.5,4.5
0.5,0.75,0.7795,343.3,,,4.5,5
0.5,0.75,0.7417,349.6,,,4.5,5.5
0.5,0.75,0.7024,356.1,,,4.5,6
0.5,0.75,1.104,289.4,,,5,0
0.5,0.75,1.071,294.7,,,5,0.5
0.5,0.75,1.039,300.1,,,5,1
0.5,0.75,1.006,305.6,,,5,1.5
0.5,0.75,0.9736,311,,,5,2
0.5,0.75,0.9408,316.5,,,5,2.5
0.5,0.75,0.9076,322,,,5,3
0.5,0.75,0.874,327.6,,,5,3.5
0.5,0.75,0.84,333.2,,,5,4
0.5,0.75,0.8052,339,,,5,4.5
0.5,0.75,0.7695,345,,,5,5
0.5,0.75,0.7327,351.1,,,5,5.5
0.5,0.75,0.6943,357.5,,,5,6
0.5,0.75,1.085,292.5,,,5.5,0
0.5,0.75,1.054,297.7,,,5.5,0.5
0.5,0.75,1.022,302.9,,,5.5,1
0.5,0.75,0.9905,308.2,,,5.5,1.5
0.5,0.75,0.9588,313.5,,,5.5,2
0.5,0.75,0.9269,318.8,,,5.5,2.5
0.5,0.75,0.8947,324.1,,,5.5,3
0.5,0.75,0.862,329.6,,,5.5,3.5
0.5,0.75,0.8288,335.1,,,5.5,4
0.5,0.75,0.7949,340.7,,,5.5,4.5
0.5,0.75,0.7602,346.5,,,5.5,5
0.5,0.75,0.7242,352.5,,,5.5,5.5
0.5,0.75,0.6866,358.8,,,5.5,6
0.5,0.75,1.067,295.4,,,6,0
0.5,0.75,1.037,300.5,,,6,0.5
0.5,0.75,1.006,305.6,,,6,1
0.5,0.75,0.9757,310.7,,,6,1.5
0.5,0.75,0.9449,315.8,,,6,2
0.5,0.75,0.9138,320.9,,,6,2.5
0.5,0.75,0.8825,326.2,,,6,3
0.5,0.75,0.8507,331.5,,,6,3.5
0.5,0.75,0.8183,336.8,,,6,4
0.5,0.75,0.7853,342.3,,,6,4.5
0.5,0.75,0.7513,348,,,6,5
0.5,0.75,0.7161,353.8,,,6,5.5
0.5,0.75,0.6793,360,,,6,6
0.5,0.8,1.402,244.1,,,0,0
0.5,0.8,1.35,252.3,,,0,0.5
0.5,0.8,1.299,260.4,,,0,1
0.5,0.8,1.249,268.4,,,0,1.5
0.5,0.8,1.199,276.3,,,0,2
0.5,0.8,1.149,284.2,,,0,2.5
0.5,0.8,1.1,292,,,0,3
0.5,0.8,1.051,299.9,,,0,3.5
0.5,0.8,1.001,307.7,,,0,4
0.5,0.8,0.9519,315.5,,,0,4.5
0.5,0.8,0.9019,323.5,,,0,5
0.5,0.8,0.8511,331.5,,,0,5.5
0.5,0.8,0.7991,339.8,,,0,6
0.5,0.8,1.357,251.2,,,0.5,0
0.5,0.8,1.309,258.9,,,0.5,0.5
0.5,0.8,1.261,266.5,,,0.5,1
0.5,0.8,1.213,274.1,,,0.5,1.5
0.5,0.8,1.166,281.6,,,0.5,2
0.5,0.8,1.119,289.1,,,0.5,2.5
0.5,0.8,1.072,296.5,,,0.5,3
0.5,0.8,1.025,303.9,,,0.5,3.5
0.5,0.8,0.9778,311.4,,,0.5,4
0.5,0.8,0.9305,318.9,,,0.5,4.5
0.5,0.8,0.8827,326.5,,,0.5,5
0.5,0.8,0.8339,334.2,,,0.5,5.5
0.5,0.8,0.7839,342.2,,,0.5,6
0.5,0.8,1.318,257.5,,,1,0
0.5,0.8,1.272,264.8,,,1,0.5
0.5,0.8,1.226,272,,,1,1
0.5,0.8,1.181,279.2,,,1,1.5
0.5,0.8,1.136,286.3,,,1,2
0.5,0.8,1.091,293.5,,,1,2.5
0.5,0.8,1.046,300.6,,,1,3
0.5,0.8,1.001,307.7,,,1,3.5
0.5,0.8,0.9564,314.8,,,1,4
0.5,0.8,0.911,322,,,1,4.5
0.5,0.8,0.8651,329.3,,,1,5
0.5,0.8,0.8182,336.7,,,1,5.5
0.5,0.8,0.7699,344.4,,,1,6
0.5,0.8,1.282,263.2,,,1.5,0
0.5,0.8,1.238,270.1,,,1.5,0.5
0.5,0.8,1.195,277,,,1.5,1
0.5,0.8,1.151,283.9,,,1.5,1.5
0.5,0.8,1.108,290.7,,,1.5,2
0.5,0.8,1.066,297.5,,,1.5,2.5
0.5,0.8,1.023,304.3,,,1.5,3
0.5,0.8,0.9799,311.1,,,1.5,3.5
0.5,0.8,0.9367,317.9,,,1.5,4
0.5,0.8,0.8931,324.8,,,1.5,4.5
0.5,0.8,0.8489,331.9,,,1.5,5
0.5,0.8,0.8037,339,,,1.5,5.5
0.5,0.8,0.757,346.4,,,1.5,6
0.5,0.8,1.249,268.4,,,2,0
0.5,0.8,1.207,275,,,2,0.5
0.5,0.8,1.166,281.6,,,2,1
0.5,0.8,1.125,288.1,,,2,1.5
0.5,0.8,1.083,294.6,,,2,2
0.5,0.8,1.042,301.2,,,2,2.5
0.5,0.8,1.001,307.7,,,2,3
0.5,0.8,0.9601,314.2,,,2,3.5
0.5,0.8,0.9186,320.8,,,2,4
0.5,0.8,0.8766,327.5,,,2,4.5
0.5,0.8,0.8339,334.2,,,2,5
0.5,0.8,0.7902,341.2,,,2,5.5
0.5,0.8,0.7451,348.3,,,2,6
0.5,0.8,1.219,273.2,,,2.5,0
0.5,0.8,1.179,279.5,,,2.5,0.5
0.5,0.8,1.139,285.8,,,2.5,1
0.5,0.8,1.1,292,,,2.5,1.5
0.5,0.8,1.06,298.3,,,2.5,2
0.5,0.8,1.021,304.5,,,2.5,2.5
0.5,0.8,0.9816,310.8,,,2.5,3
0.5,0.8,0.9419,317.1,,,2.5,3.5
0.5,0.8,0.9019,323.5,,,2.5,4
0.5,0.8,0.8614,329.9,,,2.5,4.5
0.5,0.8,0.8201,336.4,,,2.5,5
0.5,0.8,0.7777,343.2,,,2.5,5.5
0.5,0.8,0.7339,350.1,,,2.5,6
0.5,0.8,1.191,277.5,,,3,0
0.5,0.8,1.153,283.6,,,3,0.5
0.5,0.8,1.115,289.6,,,3,1
0.5,0.8,1.077,295.6,,,3,1.5
0.5,0.8,1.039,301.7,,,3,2
0.5,0.8,1.001,307.7,,,3,2.5
0.5,0.8,0.9633,313.7,,,3,3
0.5,0.8,0.925,319.8,,,3,3.5
0.5,0.8,0.8864,325.9,,,3,4
0.5,0.8,0.8472,332.1,,,3,4.5
0.5,0.8,0.8072,338.5,,,3,5
0.5,0.8,0.7661,345,,,3,5.5
0.5,0.8,0.7236,351.8,,,3,6
0.5,0.8,1.166,281.6,,,3.5,0
0.5,0.8,1.129,287.4,,,3.5,0.5
0.5,0.8,1.093,293.2,,,3.5,1
0.5,0.8,1.056,299,,,3.5,1.5
0.5,0.8,1.02,304.8,,,3.5,2
0.5,0.8,0.9831,310.6,,,3.5,2.5
0.5,0.8,0.9463,316.4,,,3.5,3
0.5,0.8,0.9093,322.3,,,3.5,3.5
0.5,0.8,0.8719,328.2,,,3.5,4
0.5,0.8,0.8339,334.2,,,3.5,4.5
0.5,0.8,0.7951,340.4,,,3.5,5
0.5,0.8,0.7553,346.7,,,3.5,5.5
0.5,0.8,0.7138,353.3,,,3.5,6
0.5,0.8,1.142,285.3,,,4,0
0.5,0.8,1.107,290.9,,,4,0.5
0.5,0.8,1.072,296.5,,,4,1
0.5,0.8,1.037,302.1,,,4,1.5
0.5,0.8,1.001,307.7,,,4,2
0.5,0.8,0.966,313.3,,,4,2.5
0.5,0.8,0.9305,318.9,,,4,3
0.5,0.8,0.8947,324.6,,,4,3.5
0.5,0.8,0.8584,330.4,,,4,4
0.5,0.8,0.8216,336.2,,,4,4.5
0.5,0.8,0.7839,342.2,,,4,5
0.5,0.8,0.7451,348.3,,,4,5.5
