xk,xpl,xmw,xTe,,,yts,ytt
0.5,1,1.15,293.3,,,0.5,2
0.5,1,1.101,299.6,,,0.5,2.5
0.5,1,1.052,305.9,,,0.5,3
0.5,1,1.003,312.2,,,0.5,3.5
0.5,1,0.9546,318.4,,,0.5,4
0.5,1,0.906,324.7,,,0.5,4.5
0.5,1,0.8572,330.9,,,0.5,5
0.5,1,0.8078,337.3,,,0.5,5.5
0.5,1,0.7574,343.8,,,0.5,6
0.5,1,1.313,272.4,,,1,0
0.5,1,1.263,278.8,,,1,0.5
0.5,1,1.215,285.1,,,1,1
0.5,1,1.166,291.2,,,1,1.5
0.5,1,1.119,297.3,,,1,2
0.5,1,1.072,303.4,,,1,2.5
0.5,1,1.025,309.4,,,1,3
0.5,1,0.9788,315.3,,,1,3.5
0.5,1,0.9325,321.3,,,1,4
0.5,1,0.8861,327.2,,,1,4.5
0.5,1,0.8394,333.2,,,1,5
0.5,1,0.7919,339.3,,,1,5.5
0.5,1,0.7434,345.6,,,1,6
0.5,1,1.274,277.4,,,1.5,0
0.5,1,1.227,283.4,,,1.5,0.5
0.5,1,1.181,289.4,,,1.5,1
0.5,1,1.135,295.2,,,1.5,1.5
0.5,1,1.09,301,,,1.5,2
0.5,1,1.045,306.8,,,1.5,2.5
0.5,1,1.001,312.5,,,1.5,3
0.5,1,0.9567,318.2,,,1.5,3.5
0.5,1,0.9124,323.8,,,1.5,4
0.5,1,0.8679,329.6,,,1.5,4.5
0.5,1,0.823,335.3,,,1.5,5
0.5,1,0.7773,341.2,,,1.5,5.5
0.5,1,0.7304,347.2,,,1.5,6
0.5,1,1.239,281.9,,,2,0
0.5,1,1.194,287.6,,,2,0.5
0.5,1,1.15,293.3,,,2,1
0.5,1,1.107,298.9,,,2,1.5
0.5,1,1.064,304.4,,,2,2
0.5,1,1.021,309.9,,,2,2.5
0.5,1,0.9788,315.3,,,2,3
0.5,1,0.9364,320.8,,,2,3.5
0.5,1,0.8939,326.2,,,2,4
0.5,1,0.8511,331.7,,,2,4.5
0.5,1,0.8078,337.3,,,2,5
0.5,1,0.7638,342.9,,,2,5.5
0.5,1,0.7185,348.7,,,2,6
0.5,1,1.207,286.1,,,2.5,0
0.5,1,1.164,291.5,,,2.5,0.5
0.5,1,1.123,296.9,,,2.5,1
0.5,1,1.081,302.2,,,2.5,1.5
0.5,1,1.04,307.4,,,2.5,2
0.5,1,0.9992,312.7,,,2.5,2.5
0.5,1,0.9585,317.9,,,2.5,3
0.5,1,0.9177,323.2,,,2.5,3.5
0.5,1,0.8768,328.4,,,2.5,4
0.5,1,0.8356,333.7,,,2.5,4.5
0.5,1,0.7938,339.1,,,2.5,5
0.5,1,0.7512,344.5,,,2.5,5.5
0.5,1,0.7073,350.2,,,2.5,6
0.5,1,1.177,289.8,,,3,0
0.5,1,1.137,295,,,3,0.5
0.5,1,1.097,300.1,,,3,1
0.5,1,1.057,305.2,,,3,1.5
0.5,1,1.018,310.3,,,3,2
0.5,1,0.9788,315.3,,,3,2.5
0.5,1,0.9397,320.3,,,3,3
0.5,1,0.9004,325.4,,,3,3.5
0.5,1,0.861,330.4,,,3,4
0.5,1,0.8212,335.6,,,3,4.5
0.5,1,0.7808,340.7,,,3,5
0.5,1,0.7396,346,,,3,5.5
0.5,1,0.697,351.5,,,3,6
0.5,1,1.15,293.3,,,3.5,0
0.5,1,1.112,298.2,,,3.5,0.5
0.5,1,1.074,303.2,,,3.5,1
0.5,1,1.036,308,,,3.5,1.5
0.5,1,0.9977,312.9,,,3.5,2
0.5,1,0.96,317.7,,,3.5,2.5
0.5,1,0.9222,322.6,,,3.5,3
0.5,1,0.8844,327.4,,,3.5,3.5
0.5,1,0.8463,332.3,,,3.5,4
0.5,1,0.8078,337.3,,,3.5,4.5
0.5,1,0.7687,342.3,,,3.5,5
0.5,1,0.7287,347.4,,,3.5,5.5
0.5,1,0.6873,352.7,,,3.5,6
0.5,1,1.126,296.5,,,4,0
0.5,1,1.089,301.2,,,4,0.5
0.5,1,1.052,305.9,,,4,1
0.5,1,1.015,310.6,,,4,1.5
0.5,1,0.9788,315.3,,,4,2
0.5,1,0.9425,320,,,4,2.5
0.5,1,0.906,324.7,,,4,3
0.5,1,0.8695,329.4,,,4,3.5
0.5,1,0.8326,334.1,,,4,4
0.5,1,0.7953,338.9,,,4,4.5
0.5,1,0.7574,343.8,,,4,5
0.5,1,0.7185,348.7,,,4,5.5
0.5,1,0.6782,353.9,,,4,6
0.5,1,1.103,299.4,,,4.5,0
0.5,1,1.067,304,,,4.5,0.5
0.5,1,1.032,308.5,,,4.5,1
0.5,1,0.9964,313.1,,,4.5,1.5
0.5,1,0.9613,317.6,,,4.5,2
0.5,1,0.9261,322.1,,,4.5,2.5
0.5,1,0.8909,326.6,,,4.5,3
0.5,1,0.8555,331.1,,,4.5,3.5
0.5,1,0.8198,335.7,,,4.5,4
0.5,1,0.7836,340.4,,,4.5,4.5
0.5,1,0.7467,345.1,,,4.5,5
0.5,1,0.7089,350,,,4.5,5.5
0.5,1,0.6696,355,,,4.5,6
0.5,1,1.081,302.2,,,5,0
0.5,1,1.047,306.6,,,5,0.5
0.5,1,1.013,311,,,5,1
0.5,1,0.9788,315.3,,,5,1.5
0.5,1,0.9449,319.7,,,5,2
0.5,1,0.9109,324,,,5,2.5
0.5,1,0.8768,328.4,,,5,3
0.5,1,0.8425,332.8,,,5,3.5
0.5,1,0.8078,337.3,,,5,4
0.5,1,0.7727,341.8,,,5,4.5
0.5,1,0.7368,346.4,,,5,5
0.5,1,0.6999,351.1,,,5,5.5
0.5,1,0.6616,356,,,5,6
0.5,1,1.061,304.7,,,5.5,0
0.5,1,1.028,309,,,5.5,0.5
0.5,1,0.9953,313.2,,,5.5,1
0.5,1,0.9624,317.4,,,5.5,1.5
0.5,1,0.9295,321.6,,,5.5,2
0.5,1,0.8966,325.9,,,5.5,2.5
0.5,1,0.8636,330.1,,,5.5,3
0.5,1,0.8302,334.4,,,5.5,3.5
0.5,1,0.7966,338.7,,,5.5,4
0.5,1,0.7623,343.1,,,5.5,4.5
0.5,1,0.7273,347.6,,,5.5,5
0.5,1,0.6914,352.2,,,5.5,5.5
0.5,1,0.654,357,,,5.5,6
0.5,1,1.043,307.1,,,6,0
0.5,1,1.011,311.2,,,6,0.5
0.5,1,0.9788,315.3,,,6,1
0.5,1,0.947,319.4,,,6,1.5
0.5,1,0.9152,323.5,,,6,2
0.5,1,0.8832,327.6,,,6,2.5
0.5,1,0.8511,331.7,,,6,3
0.5,1,0.8187,335.9,,,6,3.5
0.5,1,0.7859,340.1,,,6,4
0.5,1,0.7526,344.4,,,6,4.5
0.5,1,0.7185,348.7,,,6,5
0.5,1,0.6833,353.3,,,6,5.5
0.5,1,0.6468,358,,,6,6
0.6,0.6,1.4,229.7,,,0,0
0.6,0.6,1.361,237.1,,,0,0.5
0.6,0.6,1.321,244.6,,,0,1
0.6,0.6,1.281,252.2,,,0,1.5
0.6,0.6,1.24,259.8,,,0,2
0.6,0.6,1.199,267.5,,,0,2.5
0.6,0.6,1.157,275.3,,,0,3
0.6,0.6,1.115,283.2,,,0,3.5
0.6,0.6,1.072,291.3,,,0,4
0.6,0.6,1.028,299.5,,,0,4.5
0.6,0.6,0.9825,308,,,0,5
0.6,0.6,0.9356,316.8,,,0,5.5
0.6,0.6,0.8865,326,,,0,6
0.6,0.6,1.367,236.1,,,0.5,0
0.6,0.6,1.329,243.2,,,0.5,0.5
0.6,0.6,1.29,250.3,,,0.5,1
0.6,0.6,1.252,257.6,,,0.5,1.5
0.6,0.6,1.213,264.9,,,0.5,2
0.6,0.6,1.173,272.3,,,0.5,2.5
0.6,0.6,1.133,279.8,,,0.5,3
0.6,0.6,1.093,287.4,,,0.5,3.5
0.6,0.6,1.051,295.2,,,0.5,4
0.6,0.6,1.009,303.1,,,0.5,4.5
0.6,0.6,0.9649,311.4,,,0.5,5
0.6,0.6,0.9195,319.9,,,0.5,5.5
0.6,0.6,0.8719,328.8,,,0.5,6
0.6,0.6,1.336,241.9,,,1,0
0.6,0.6,1.299,248.7,,,1,0.5
0.6,0.6,1.262,255.6,,,1,1
0.6,0.6,1.225,262.6,,,1,1.5
0.6,0.6,1.188,269.6,,,1,2
0.6,0.6,1.15,276.7,,,1,2.5
0.6,0.6,1.111,283.9,,,1,3
0.6,0.6,1.072,291.3,,,1,3.5
0.6,0.6,1.032,298.8,,,1,4
0.6,0.6,0.9909,306.5,,,1,4.5
0.6,0.6,0.9486,314.4,,,1,5
0.6,0.6,0.9046,322.6,,,1,5.5
0.6,0.6,0.8585,331.3,,,1,6
0.6,0.6,1.307,247.2,,,1.5,0
0.6,0.6,1.272,253.8,,,1.5,0.5
0.6,0.6,1.237,260.4,,,1.5,1
0.6,0.6,1.201,267.1,,,1.5,1.5
0.6,0.6,1.165,273.9,,,1.5,2
0.6,0.6,1.128,280.8,,,1.5,2.5
0.6,0.6,1.091,287.7,,,1.5,3
0.6,0.6,1.053,294.8,,,1.5,3.5
0.6,0.6,1.014,302.1,,,1.5,4
0.6,0.6,0.9745,309.5,,,1.5,4.5
0.6,0.6,0.9335,317.2,,,1.5,5
0.6,0.6,0.8908,325.2,,,1.5,5.5
0.6,0.6,0.8461,333.6,,,1.5,6
0.6,0.6,1.281,252.2,,,2,0
0.6,0.6,1.247,258.5,,,2,0.5
0.6,0.6,1.213,264.9,,,2,1
0.6,0.6,1.178,271.3,,,2,1.5
0.6,0.6,1.143,277.9,,,2,2
0.6,0.6,1.108,284.5,,,2,2.5
0.6,0.6,1.072,291.3,,,2,3
0.6,0.6,1.035,298.1,,,2,3.5
0.6,0.6,0.9978,305.2,,,2,4
0.6,0.6,0.9593,312.4,,,2,4.5
0.6,0.6,0.9195,319.9,,,2,5
0.6,0.6,0.878,327.6,,,2,5.5
0.6,0.6,0.8345,335.8,,,2,6
0.6,0.6,1.256,256.7,,,2.5,0
0.6,0.6,1.224,262.8,,,2.5,0.5
0.6,0.6,1.191,269,,,2.5,1
0.6,0.6,1.157,275.3,,,2.5,1.5
0.6,0.6,1.124,281.6,,,2.5,2
0.6,0.6,1.089,288,,,2.5,2.5
0.6,0.6,1.055,294.6,,,2.5,3
0.6,0.6,1.019,301.2,,,2.5,3.5
0.6,0.6,0.9825,308,,,2.5,4
0.6,0.6,0.9451,315.1,,,2.5,4.5
0.6,0.6,0.9064,322.3,,,2.5,5
0.6,0.6,0.8661,329.9,,,2.5,5.5
0.6,0.6,0.8237,337.8,,,2.5,6
0.6,0.6,1.234,260.9,,,3,0
0.6,0.6,1.202,266.9,,,3,0.5
0.6,0.6,1.17,272.9,,,3,1
0.6,0.6,1.138,278.9,,,3,1.5
0.6,0.6,1.105,285,,,3,2
0.6,0.6,1.072,291.3,,,3,2.5
0.6,0.6,1.038,297.6,,,3,3
0.6,0.6,1.004,304.1,,,3,3.5
0.6,0.6,0.9683,310.7,,,3,4
0.6,0.6,0.9319,317.5,,,3,4.5
0.6,0.6,0.8942,324.6,,,3,5
0.6,0.6,0.8549,332,,,3,5.5
0.6,0.6,0.8135,339.7,,,3,6
0.6,0.6,1.213,264.9,,,3.5,0
0.6,0.6,1.182,270.6,,,3.5,0.5
0.6,0.6,1.151,276.4,,,3.5,1
0.6,0.6,1.12,282.3,,,3.5,1.5
0.6,0.6,1.088,288.3,,,3.5,2
0.6,0.6,1.056,294.3,,,3.5,2.5
0.6,0.6,1.023,300.5,,,3.5,3
0.6,0.6,0.9894,306.8,,,3.5,3.5
0.6,0.6,0.9549,313.2,,,3.5,4
0.6,0.6,0.9195,319.9,,,3.5,4.5
0.6,0.6,0.8827,326.8,,,3.5,5
0.6,0.6,0.8444,333.9,,,3.5,5.5
0.6,0.6,0.804,341.5,,,3.5,6
0.6,0.6,1.193,268.6,,,4,0
0.6,0.6,1.163,274.1,,,4,0.5
0.6,0.6,1.133,279.8,,,4,1
0.6,0.6,1.103,285.5,,,4,1.5
0.6,0.6,1.072,291.3,,,4,2
0.6,0.6,1.041,297.2,,,4,2.5
0.6,0.6,1.009,303.1,,,4,3
0.6,0.6,0.9759,309.3,,,4,3.5
0.6,0.6,0.9424,315.6,,,4,4
0.6,0.6,0.9078,322,,,4,4.5
0.6,0.6,0.8719,328.8,,,4,5
0.6,0.6,0.8345,335.8,,,4,5.5
0.6,0.6,0.795,343.2,,,4,6
0.6,0.6,1.175,272,,,4.5,0
0.6,0.6,1.146,277.4,,,4.5,0.5
0.6,0.6,1.117,282.9,,,4.5,1
0.6,0.6,1.087,288.5,,,4.5,1.5
0.6,0.6,1.057,294.1,,,4.5,2
0.6,0.6,1.026,299.8,,,4.5,2.5
0.6,0.6,0.9952,305.7,,,4.5,3
0.6,0.6,0.9633,311.6,,,4.5,3.5
0.6,0.6,0.9306,317.8,,,4.5,4
0.6,0.6,0.8968,324.1,,,4.5,4.5
0.6,0.6,0.8618,330.7,,,4.5,5
0.6,0.6,0.8252,337.5,,,4.5,5.5
0.6,0.6,0.7865,344.8,,,4.5,6
0.6,0.6,1.157,275.3,,,5,0
0.6,0.6,1.129,280.5,,,5,0.5
0.6,0.6,1.101,285.9,,,5,1
0.6,0.6,1.072,291.3,,,5,1.5
0.6,0.6,1.043,296.8,,,5,2
0.6,0.6,1.013,302.3,,,5,2.5
0.6,0.6,0.9825,308,,,5,3
0.6,0.6,0.9514,313.9,,,5,3.5
0.6,0.6,0.9195,319.9,,,5,4
0.6,0.6,0.8865,326,,,5,4.5
0.6,0.6,0.8522,332.5,,,5,5
0.6,0.6,0.8163,339.2,,,5,5.5
0.6,0.6,0.7785,346.3,,,5,6
0.6,0.6,1.141,278.3,,,5.5,0
0.6,0.6,1.114,283.4,,,5.5,0.5
0.6,0.6,1.086,288.6,,,5.5,1
0.6,0.6,1.058,293.9,,,5.5,1.5
0.6,0.6,1.029,299.3,,,5.5,2
0.6,0.6,1,304.7,,,5.5,2.5
0.6,0.6,0.9706,310.3,,,5.5,3
0.6,0.6,0.9402,316,,,5.5,3.5
0.6,0.6,0.9089,321.8,,,5.5,4
0.6,0.6,0.8767,327.9,,,5.5,4.5
0.6,0.6,0.8431,334.2,,,5.5,5
0.6,0.6,0.808,340.8,,,5.5,5.5
0.6,0.6,0.7708,347.7,,,5.5,6
0.6,0.6,1.126,281.2,,,6,0
0.6,0.6,1.099,286.2,,,6,0.5
0.6,0.6,1.072,291.3,,,6,1
0.6,0.6,1.045,296.4,,,6,1.5
0.6,0.6,1.017,301.6,,,6,2
0.6,0.6,0.9883,307,,,6,2.5
0.6,0.6,0.9593,312.4,,,6,3
0.6,0.6,0.9296,318,,,6,3.5
0.6,0.6,0.899,323.7,,,6,4
0.6,0.6,0.8674,329.6,,,6,4.5
0.6,0.6,0.8345,335.8,,,6,5
0.6,0.6,0.8,342.2,,,6,5.5
0.6,0.6,0.7636,349.1,,,6,6
0.6,0.65,1.399,232.7,,,0,0
0.6,0.65,1.359,240,,,0,0.5
0.6,0.65,1.318,247.3,,,0,1
0.6,0.65,1.277,254.7,,,0,1.5
0.6,0.65,1.236,262.2,,,0,2
0.6,0.65,1.194,269.7,,,0,2.5
0.6,0.65,1.152,277.3,,,0,3
0.6,0.65,1.11,285,,,0,3.5
0.6,0.65,1.066,292.9,,,0,4
0.6,0.65,1.022,300.9,,,0,4.5
0.6,0.65,0.9762,309.2,,,0,5
0.6,0.65,0.929,317.7,,,0,5.5
0.6,0.65,0.8798,326.6,,,0,6
0.6,0.65,1.364,239,,,0.5,0
0.6,0.65,1.326,245.9,,,0.5,0.5
0.6,0.65,1.287,253,,,0.5,1
0.6,0.65,1.248,260,,,0.5,1.5
0.6,0.65,1.208,267.2,,,0.5,2
0.6,0.65,1.168,274.4,,,0.5,2.5
0.6,0.65,1.128,281.7,,,0.5,3
0.6,0.65,1.087,289.1,,,0.5,3.5
0.6,0.65,1.045,296.7,,,0.5,4
0.6,0.65,1.002,304.4,,,0.5,4.5
0.6,0.65,0.9584,312.4,,,0.5,5
0.6,0.65,0.9128,320.6,,,0.5,5.5
0.6,0.65,0.8652,329.3,,,0.5,6
0.6,0.65,1.333,244.7,,,1,0
0.6,0.65,1.296,251.4,,,1,0.5
0.6,0.65,1.259,258.1,,,1,1
0.6,0.65,1.221,264.9,,,1,1.5
0.6,0.65,1.183,271.8,,,1,2
0.6,0.65,1.145,278.7,,,1,2.5
0.6,0.65,1.106,285.8,,,1,3
0.6,0.65,1.066,292.9,,,1,3.5
0.6,0.65,1.026,300.2,,,1,4
0.6,0.65,0.9846,307.7,,,1,4.5
0.6,0.65,0.942,315.4,,,1,5
0.6,0.65,0.8979,323.3,,,1,5.5
0.6,0.65,0.8518,331.7,,,1,6
0.6,0.65,1.304,249.9,,,1.5,0
0.6,0.65,1.268,256.3,,,1.5,0.5
0.6,0.65,1.232,262.8,,,1.5,1
0.6,0.65,1.196,269.4,,,1.5,1.5
0.6,0.65,1.16,276,,,1.5,2
0.6,0.65,1.123,282.7,,,1.5,2.5
0.6,0.65,1.085,289.5,,,1.5,3
0.6,0.65,1.047,296.4,,,1.5,3.5
0.6,0.65,1.008,303.4,,,1.5,4
0.6,0.65,0.9681,310.7,,,1.5,4.5
0.6,0.65,0.9269,318.1,,,1.5,5
0.6,0.65,0.8841,325.8,,,1.5,5.5
0.6,0.65,0.8393,334,,,1.5,6
0.6,0.65,1.277,254.7,,,2,0
0.6,0.65,1.243,260.9,,,2,0.5
0.6,0.65,1.208,267.2,,,2,1
0.6,0.65,1.173,273.5,,,2,1.5
0.6,0.65,1.138,279.9,,,2,2
0.6,0.65,1.102,286.3,,,2,2.5
0.6,0.65,1.066,292.9,,,2,3
0.6,0.65,1.029,299.6,,,2,3.5
0.6,0.65,0.9915,306.4,,,2,4
0.6,0.65,0.9528,313.4,,,2,4.5
0.6,0.65,0.9128,320.6,,,2,5
0.6,0.65,0.8713,328.2,,,2,5.5
0.6,0.65,0.8277,336.1,,,2,6
0.6,0.65,1.253,259.2,,,2.5,0
0.6,0.65,1.219,265.2,,,2.5,0.5
0.6,0.65,1.186,271.2,,,2.5,1
0.6,0.65,1.152,277.3,,,2.5,1.5
0.6,0.65,1.118,283.5,,,2.5,2
0.6,0.65,1.084,289.7,,,2.5,2.5
0.6,0.65,1.049,296.1,,,2.5,3
0.6,0.65,1.013,302.6,,,2.5,3.5
0.6,0.65,0.9762,309.2,,,2.5,4
0.6,0.65,0.9386,316,,,2.5,4.5
0.6,0.65,0.8997,323,,,2.5,5
0.6,0.65,0.8593,330.3,,,2.5,5.5
0.6,0.65,0.8169,338,,,2.5,6
0.6,0.65,1.23,263.3,,,3,0
0.6,0.65,1.198,269.1,,,3,0.5
0.6,0.65,1.165,275,,,3,1
0.6,0.65,1.133,280.9,,,3,1.5
0.6,0.65,1.1,286.8,,,3,2
0.6,0.65,1.066,292.9,,,3,2.5
0.6,0.65,1.032,299.1,,,3,3
0.6,0.65,0.9974,305.4,,,3,3.5
0.6,0.65,0.9618,311.8,,,3,4
0.6,0.65,0.9253,318.4,,,3,4.5
0.6,0.65,0.8875,325.2,,,3,5
0.6,0.65,0.8481,332.4,,,3,5.5
0.6,0.65,0.8067,339.9,,,3,6
0.6,0.65,1.208,267.2,,,3.5,0
0.6,0.65,1.177,272.8,,,3.5,0.5
0.6,0.65,1.146,278.5,,,3.5,1
0.6,0.65,1.114,284.2,,,3.5,1.5
0.6,0.65,1.082,290,,,3.5,2
0.6,0.65,1.05,295.9,,,3.5,2.5
0.6,0.65,1.017,301.8,,,3.5,3
0.6,0.65,0.983,308,,,3.5,3.5
0.6,0.65,0.9484,314.2,,,3.5,4
0.6,0.65,0.9128,320.6,,,3.5,4.5
0.6,0.65,0.876,327.3,,,3.5,5
0.6,0.65,0.8376,334.3,,,3.5,5.5
0.6,0.65,0.7972,341.6,,,3.5,6
0.6,0.65,1.188,270.8,,,4,0
0.6,0.65,1.158,276.2,,,4,0.5
0.6,0.65,1.128,281.7,,,4,1
0.6,0.65,1.097,287.3,,,4,1.5
0.6,0.65,1.066,292.9,,,4,2
0.6,0.65,1.035,298.6,,,4,2.5
0.6,0.65,1.002,304.4,,,4,3
0.6,0.65,0.9695,310.4,,,4,3.5
0.6,0.65,0.9358,316.5,,,4,4
0.6,0.65,0.9012,322.8,,,4,4.5
0.6,0.65,0.8652,329.3,,,4,5
0.6,0.65,0.8277,336.1,,,4,5.5
0.6,0.65,0.7882,343.2,,,4,6
0.6,0.65,1.17,274.2,,,4.5,0
0.6,0.65,1.141,279.4,,,4.5,0.5
0.6,0.65,1.111,284.8,,,4.5,1
0.6,0.65,1.081,290.2,,,4.5,1.5
0.6,0.65,1.051,295.7,,,4.5,2
0.6,0.65,1.02,301.2,,,4.5,2.5
0.6,0.65,0.9889,306.9,,,4.5,3
0.6,0.65,0.9569,312.7,,,4.5,3.5
0.6,0.65,0.924,318.6,,,4.5,4
0.6,0.65,0.8901,324.8,,,4.5,4.5
0.6,0.65,0.855,331.1,,,4.5,5
0.6,0.65,0.8184,337.7,,,4.5,5.5
0.6,0.65,0.7797,344.7,,,4.5,6
0.6,0.65,1.152,277.3,,,5,0
0.6,0.65,1.124,282.5,,,5,0.5
0.6,0.65,1.095,287.6,,,5,1
0.6,0.65,1.066,292.9,,,5,1.5
0.6,0.65,1.037,298.2,,,5,2
0.6,0.65,1.007,303.7,,,5,2.5
0.6,0.65,0.9762,309.2,,,5,3
0.6,0.65,0.9449,314.8,,,5,3.5
0.6,0.65,0.9128,320.6,,,5,4
0.6,0.65,0.8798,326.6,,,5,4.5
0.6,0.65,0.8454,332.8,,,5,5
0.6,0.65,0.8095,339.3,,,5,5.5
0.6,0.65,0.7717,346.2,,,5,6
0.6,0.65,1.136,280.3,,,5.5,0
0.6,0.65,1.108,285.3,,,5.5,0.5
0.6,0.65,1.08,290.4,,,5.5,1
0.6,0.65,1.052,295.5,,,5.5,1.5
0.6,0.65,1.023,300.7,,,5.5,2
0.6,0.65,0.994,306,,,5.5,2.5
0.6,0.65,0.9642,311.4,,,5.5,3
0.6,0.65,0.9336,316.9,,,5.5,3.5
0.6,0.65,0.9023,322.6,,,5.5,4
0.6,0.65,0.8699,328.4,,,5.5,4.5
0.6,0.65,0.8363,334.5,,,5.5,5
0.6,0.65,0.8012,340.8,,,5.5,5.5
0.6,0.65,0.7641,347.6,,,5.5,6
0.6,0.65,1.12,283.1,,,6,0
0.6,0.65,1.093,288,,,6,0.5
0.6,0.65,1.066,292.9,,,6,1
0.6,0.65,1.039,297.9,,,6,1.5
0.6,0.65,1.011,303,,,6,2
0.6,0.65,0.982,308.1,,,6,2.5
0.6,0.65,0.9528,313.4,,,6,3
0.6,0.65,0.923,318.8,,,6,3.5
0.6,0.65,0.8923,324.4,,,6,4
0.6,0.65,0.8606,330.1,,,6,4.5
0.6,0.65,0.8277,336.1,,,6,5
0.6,0.65,0.7933,342.3,,,6,5.5
0.6,0.65,0.7568,348.9,,,6,6
0.6,0.7,1.399,236.2,,,0,0
0.6,0.7,1.358,243.4,,,0,0.5
0.6,0.7,1.316,250.5,,,0,1
0.6,0.7,1.275,257.8,,,0,1.5
0.6,0.7,1.233,265,,,0,2
0.6,0.7,1.191,272.4,,,0,2.5
0.6,0.7,1.148,279.8,,,0,3
0.6,0.7,1.105,287.3,,,0,3.5
0.6,0.7,1.061,294.9,,,0,4
0.6,0.7,1.016,302.7,,,0,4.5
0.6,0.7,0.9704,310.7,,,0,5
0.6,0.7,0.923,318.9,,,0,5.5
0.6,0.7,0.8735,327.5,,,0,6
0.6,0.7,1.364,242.3,,,0.5,0
0.6,0.7,1.324,249.2,,,0.5,0.5
0.6,0.7,1.285,256,,,0.5,1
0.6,0.7,1.245,263,,,0.5,1.5
0.6,0.7,1.205,269.9,,,0.5,2
0.6,0.7,1.165,277,,,0.5,2.5
0.6,0.7,1.124,284.1,,,0.5,3
0.6,0.7,1.082,291.3,,,0.5,3.5
0.6,0.7,1.04,298.6,,,0.5,4
0.6,0.7,0.9968,306.1,,,0.5,4.5
0.6,0.7,0.9525,313.8,,,0.5,5
0.6,0.7,0.9067,321.8,,,0.5,5.5
0.6,0.7,0.8589,330.1,,,0.5,6
0.6,0.7,1.332,247.9,,,1,0
0.6,0.7,1.294,254.5,,,1,0.5
0.6,0.7,1.256,261.1,,,1,1
0.6,0.7,1.218,267.7,,,1,1.5
0.6,0.7,1.179,274.4,,,1,2
0.6,0.7,1.14,281.2,,,1,2.5
0.6,0.7,1.101,288,,,1,3
0.6,0.7,1.061,294.9,,,1,3.5
0.6,0.7,1.02,302,,,1,4
0.6,0.7,0.9789,309.2,,,1,4.5
0.6,0.7,0.9361,316.7,,,1,5
0.6,0.7,0.8918,324.4,,,1,5.5
0.6,0.7,0.8455,332.4,,,1,6
0.6,0.7,1.302,253.1,,,1.5,0
0.6,0.7,1.266,259.4,,,1.5,0.5
0.6,0.7,1.229,265.7,,,1.5,1
0.6,0.7,1.193,272.1,,,1.5,1.5
0.6,0.7,1.156,278.5,,,1.5,2
0.6,0.7,1.118,285,,,1.5,2.5
0.6,0.7,1.08,291.6,,,1.5,3
0.6,0.7,1.042,298.3,,,1.5,3.5
0.6,0.7,1.003,305.1,,,1.5,4
0.6,0.7,0.9623,312.1,,,1.5,4.5
0.6,0.7,0.9209,319.3,,,1.5,5
0.6,0.7,0.8779,326.8,,,1.5,5.5
0.6,0.7,0.833,334.6,,,1.5,6
0.6,0.7,1.275,257.8,,,2,0
0.6,0.7,1.24,263.8,,,2,0.5
0.6,0.7,1.205,269.9,,,2,1
0.6,0.7,1.17,276.1,,,2,1.5
0.6,0.7,1.134,282.3,,,2,2
0.6,0.7,1.098,288.6,,,2,2.5
0.6,0.7,1.061,294.9,,,2,3
0.6,0.7,1.024,301.4,,,2,3.5
0.6,0.7,0.9859,308,,,2,4
0.6,0.7,0.9469,314.8,,,2,4.5
0.6,0.7,0.9067,321.8,,,2,5
0.6,0.7,0.865,329,,,2,5.5
0.6,0.7,0.8213,336.6,,,2,6
0.6,0.7,1.25,262.1,,,2.5,0
0.6,0.7,1.216,268,,,2.5,0.5
0.6,0.7,1.182,273.9,,,2.5,1
0.6,0.7,1.148,279.8,,,2.5,1.5
0.6,0.7,1.114,285.8,,,2.5,2
0.6,0.7,1.079,291.9,,,2.5,2.5
0.6,0.7,1.043,298,,,2.5,3
0.6,0.7,1.007,304.3,,,2.5,3.5
0.6,0.7,0.9704,310.7,,,2.5,4
0.6,0.7,0.9326,317.3,,,2.5,4.5
0.6,0.7,0.8936,324.1,,,2.5,5
0.6,0.7,0.853,331.1,,,2.5,5.5
0.6,0.7,0.8105,338.5,,,2.5,6
0.6,0.7,1.227,266.2,,,3,0
0.6,0.7,1.194,271.8,,,3,0.5
0.6,0.7,1.161,277.5,,,3,1
0.6,0.7,1.128,283.2,,,3,1.5
0.6,0.7,1.095,289,,,3,2
0.6,0.7,1.061,294.9,,,3,2.5
0.6,0.7,1.027,300.9,,,3,3
0.6,0.7,0.9918,307,,,3,3.5
0.6,0.7,0.956,313.2,,,3,4
0.6,0.7,0.9192,319.6,,,3,4.5
0.6,0.7,0.8813,326.2,,,3,5
0.6,0.7,0.8418,333.1,,,3,5.5
0.6,0.7,0.8003,340.3,,,3,6
0.6,0.7,1.205,269.9,,,3.5,0
0.6,0.7,1.174,275.4,,,3.5,0.5
0.6,0.7,1.142,280.9,,,3.5,1
0.6,0.7,1.11,286.5,,,3.5,1.5
0.6,0.7,1.077,292.1,,,3.5,2
0.6,0.7,1.045,297.8,,,3.5,2.5
0.6,0.7,1.011,303.6,,,3.5,3
0.6,0.7,0.9773,309.5,,,3.5,3.5
0.6,0.7,0.9425,315.6,,,3.5,4
0.6,0.7,0.9067,321.8,,,3.5,4.5
0.6,0.7,0.8698,328.2,,,3.5,5
